nome_arquivo,classe,roi_entropia_1,roi_entropia_2,roi_entropia_4,roi_entropia_8,roi_homogeneidade_1,roi_homogeneidade_2,roi_homogeneidade_4,roi_homogeneidade_8,lbp_entropia_1,lbp_entropia_2,lbp_entropia_4,lbp_entropia_8,lbp_energia_1,lbp_energia_2,lbp_energia_4,lbp_energia_8
ROI_00_0.png,0,35.50929778797811,36.2079753430872,36.297577252394376,35.66127922600126,0.0896339127868657,0.06339139340937176,0.04172451619553173,0.038014984124009985,17.121624497583444,17.192343421233932,17.195206149090975,17.2176642833224,0.14139302405357274,0.13263871777100042,0.12741926435992845,0.12788597375782476
ROI_00_1.png,0,35.12028843292729,35.711956866785776,35.94314335104576,35.64375780662483,0.09230629781450116,0.07238910147831151,0.051363432280792334,0.04559194500431877,17.319308839514193,17.356918333615766,17.377479311894206,17.36747897838986,0.13443948531300998,0.12793529020347405,0.12375601024395393,0.12424336754560611
ROI_00_2.png,0,34.89663157260519,35.617383867004406,35.825387408337704,35.383569059300804,0.09384944887095319,0.06926496633148607,0.04961714108447948,0.04390576855093555,17.282741618364565,17.352020920133103,17.345197517955132,17.276058614178268,0.13380136797222097,0.12637712357364211,0.12414137206751708,0.12669429211499564
ROI_00_3.png,0,35.17542697226669,35.83498429010668,36.00604175102227,35.47954295419738,0.08606333735251859,0.059827628861214614,0.04765748281662645,0.04014961672651936,17.137698182687313,17.210686065797372,17.31837257971924,17.28184441285285,0.1390354798836514,0.13081573389199622,0.125276688504657,0.12689754586431656
ROI_00_4.png,0,35.0401534200408,35.62858565008089,35.85470538323167,35.45024327709987,0.08648744046757703,0.06420675457353693,0.04726844789949643,0.04527407233477794,17.291329165622646,17.33760297461048,17.34549075234745,17.363956738230065,0.1333827266969215,0.12722343149358664,0.12502325899987835,0.12508925639973648
ROI_00_5.png,0,35.02072868046769,35.674641347878,36.03994860790063,35.580020696780835,0.10070449703693267,0.07292256027218798,0.045603748196853915,0.04301498710740353,17.163429785309507,17.211415772076787,17.251500862837364,17.187971117851973,0.13805934448541943,0.1300752906571545,0.12652661772166388,0.1304155787599378
ROI_00_6.png,0,34.85038941181887,35.51060613502476,35.631942099346304,34.99201158201626,0.09988356851860333,0.07433532960729165,0.047502655220016496,0.050932851888552164,16.747353953590594,16.81317051097174,16.859901648638306,16.89789598296872,0.14450345862253108,0.13788282535581697,0.1347146379024085,0.13229648674496844
ROI_00_7.png,0,35.41647878776024,36.11061632483797,36.05009133382252,35.42274365656264,0.09014850864985308,0.06734482914141109,0.04821736344592217,0.05283006443701729,16.928782216542125,16.99051745807764,16.999156443420134,17.02447379096474,0.14311433810018376,0.13638187271131846,0.1325175406735693,0.13199975224695326
ROI_00_8.png,0,35.529349745673954,36.20446671706589,36.28785157973296,35.83770647367684,0.09468361496111158,0.06766424260935339,0.04099984727993433,0.048903426640237946,16.667079130866107,16.71396141229014,16.748971094332227,16.77571325447761,0.1476812990979996,0.1408464771071258,0.13815319115122743,0.13743944319813825
ROI_00_9.png,0,35.48072005262345,36.20597826249105,36.35298937135104,35.74536233689115,0.08645509776732974,0.06556881576042423,0.03941705650743023,0.043607876217738095,17.14447645594778,17.219652822246346,17.2499425889689,17.23996238583919,0.13863546333870747,0.1315409219913219,0.1254858014320915,0.12712819239769224
