nome_arquivo,classe,roi_entropia_1,roi_entropia_2,roi_entropia_4,roi_entropia_8,roi_homogeneidade_1,roi_homogeneidade_2,roi_homogeneidade_4,roi_homogeneidade_8,lbp_1_entropia_1,lbp_1_entropia_2,lbp_1_entropia_4,lbp_1_entropia_8,lbp_1_energia_1,lbp_1_energia_2,lbp_1_energia_4,lbp_1_energia_8,lbp_2_entropia_1,lbp_2_entropia_2,lbp_2_entropia_4,lbp_2_entropia_8,lbp_2_energia_1,lbp_2_energia_2,lbp_2_energia_4,lbp_2_energia_8,lbp_4_entropia_1,lbp_4_entropia_2,lbp_4_entropia_4,lbp_4_entropia_8,lbp_4_energia_1,lbp_4_energia_2,lbp_4_energia_4,lbp_4_energia_8,lbp_8_entropia_1,lbp_8_entropia_2,lbp_8_entropia_4,lbp_8_entropia_8,lbp_8_energia_1,lbp_8_energia_2,lbp_8_energia_4,lbp_8_energia_8
ROI_00_0.png,0,35.50929778797811,36.2079753430872,36.297577252394376,35.66127922600126,0.0896339127868657,0.06339139340937176,0.04172451619553173,0.038014984124009985,17.121624497583444,17.192343421233932,17.195206149090975,17.2176642833224,0.14139302405357274,0.13263871777100042,0.12741926435992845,0.12788597375782476,16.795950945937665,17.126873502440706,17.137344659037687,17.29140355940959,0.1431802347179646,0.13584457548616108,0.13192362537841734,0.12827025571094433,13.139356047875053,13.823246273726575,13.842916474339765,13.875165168711007,0.2351121105850807,0.21826750200387351,0.2053186965409065,0.21115812262080905,13.140809240065193,14.002266997508972,14.878576773524806,14.514710693216237,0.2127225481813706,0.18917540040292263,0.16859925775284737,0.1772668254474642
ROI_00_1.png,0,35.12028843292729,35.711956866785776,35.94314335104576,35.64375780662483,0.09230629781450116,0.07238910147831151,0.051363432280792334,0.04559194500431877,17.319308839514193,17.356918333615766,17.377479311894206,17.36747897838986,0.13443948531300998,0.12793529020347405,0.12375601024395393,0.12424336754560611,16.43959046948637,16.839866347448396,16.872702917282236,16.81859801539232,0.14911958671637393,0.1414270276605979,0.13708189521181546,0.13933645631637695,13.776554355560952,14.420739798283078,14.419674640584189,14.725340800720089,0.217506568177616,0.19825536768588467,0.18921420138006478,0.19239244395163624,12.955889611602139,13.733360464203534,14.33757144817852,14.016934814831313,0.21617898804168073,0.1958947940601967,0.18456998853108203,0.1863851095276238
ROI_00_2.png,0,34.89663157260519,35.617383867004406,35.825387408337704,35.383569059300804,0.09384944887095319,0.06926496633148607,0.04961714108447948,0.04390576855093555,17.282741618364565,17.352020920133103,17.345197517955132,17.276058614178268,0.13380136797222097,0.12637712357364211,0.12414137206751708,0.12669429211499564,16.91277556094355,17.288625766842515,17.399055315850294,17.438963931180258,0.13903665825489092,0.1318325007985403,0.12699828554733544,0.12967440233564653,13.357866006368653,13.99146156925711,14.236321235716037,14.49349339979753,0.22602784515843455,0.20560314924902048,0.191035616890933,0.19412197011444893,12.751517560475708,13.556430640607909,14.11154457270713,13.728834502206196,0.22817471297895664,0.2066144486707625,0.19266336177946158,0.19809479017020692
ROI_00_3.png,0,35.17542697226669,35.83498429010668,36.00604175102227,35.47954295419738,0.08606333735251859,0.059827628861214614,0.04765748281662645,0.04014961672651936,17.137698182687313,17.210686065797372,17.31837257971924,17.28184441285285,0.1390354798836514,0.13081573389199622,0.125276688504657,0.12689754586431656,16.98050481286962,17.434119169089744,17.51080711546379,17.508892606750123,0.13715802926223317,0.12893460903939402,0.1232342054684814,0.12536935599721108,12.770762107018372,13.458548198757448,13.601917580146665,13.860632221591468,0.23457321684979385,0.2133826715280775,0.20398223355712833,0.21045874639939943,12.49347240030846,13.229633638400362,13.968354568636636,13.511623220845198,0.23987841729146925,0.21713093128893915,0.19648032140991958,0.20505186378795454
ROI_00_4.png,0,35.0401534200408,35.62858565008089,35.85470538323167,35.45024327709987,0.08648744046757703,0.06420675457353693,0.04726844789949643,0.04527407233477794,17.291329165622646,17.33760297461048,17.34549075234745,17.363956738230065,0.1333827266969215,0.12722343149358664,0.12502325899987835,0.12508925639973648,17.13956129529596,17.580584037205895,17.690965035980607,17.723732577087112,0.1342962846497385,0.12758180678160538,0.12147461055069501,0.12101564634437548,13.794939832804024,14.415105332177443,14.503499481737492,14.802486156294433,0.21421349354229285,0.19805696326904476,0.1905771997583515,0.19520187984685763,12.455711693636081,13.237350486651614,13.981927478700547,13.887241724016471,0.2353943005978935,0.21394979213876592,0.19874501427566152,0.2007922587567666
ROI_00_5.png,0,35.02072868046769,35.674641347878,36.03994860790063,35.580020696780835,0.10070449703693267,0.07292256027218798,0.045603748196853915,0.04301498710740353,17.163429785309507,17.211415772076787,17.251500862837364,17.187971117851973,0.13805934448541943,0.1300752906571545,0.12652661772166388,0.1304155787599378,17.022813500808695,17.447115937080397,17.491387382486018,17.374401712790092,0.13538591077469989,0.12866252487904564,0.12406559360853811,0.12551472266363276,14.091522883450994,14.825893868469132,14.956314731801708,15.025157090975041,0.20300624269073467,0.18554169495856893,0.17590533349940046,0.18422214431247125,12.989754928256913,13.867127161832526,14.871315704276798,14.576783904451215,0.21385944535691648,0.1933956279178265,0.17236975225988713,0.1770173761942908
ROI_00_6.png,0,34.85038941181887,35.51060613502476,35.631942099346304,34.99201158201626,0.09988356851860333,0.07433532960729165,0.047502655220016496,0.050932851888552164,16.747353953590594,16.81317051097174,16.859901648638306,16.89789598296872,0.14450345862253108,0.13788282535581697,0.1347146379024085,0.13229648674496844,16.884662616422307,17.266905254942852,17.3700015725696,17.359275671992243,0.13751441461537267,0.13110848482819398,0.12772351572291168,0.12685330205339898,13.416964315282154,14.155204368886261,14.27262411094986,14.52388100509476,0.2184481425389654,0.20225636164491276,0.19161919167567643,0.19386097774147382,13.026554281695097,13.798421861350626,14.42482433633594,14.232161181510158,0.222766381345038,0.20036487794127342,0.1862830527380341,0.18742010064881995
ROI_00_7.png,0,35.41647878776024,36.11061632483797,36.05009133382252,35.42274365656264,0.09014850864985308,0.06734482914141109,0.04821736344592217,0.05283006443701729,16.928782216542125,16.99051745807764,16.999156443420134,17.02447379096474,0.14311433810018376,0.13638187271131846,0.1325175406735693,0.13199975224695326,16.963775185215532,17.34992518530988,17.380932035103392,17.486523971546553,0.13668910557025132,0.1303251053971998,0.12599484445255107,0.12653357821922778,13.77564291435782,14.467382200583446,14.458423571312686,14.866623997952718,0.21446580720895964,0.19654928314372228,0.18866674745292633,0.19029567649647786,13.39517099477323,14.103785098945718,14.674626439485024,14.593095469626268,0.21401185002225553,0.19424512952445228,0.1803227912923971,0.1810731594670428
ROI_00_8.png,0,35.529349745673954,36.20446671706589,36.28785157973296,35.83770647367684,0.09468361496111158,0.06766424260935339,0.04099984727993433,0.048903426640237946,16.667079130866107,16.71396141229014,16.748971094332227,16.77571325447761,0.1476812990979996,0.1408464771071258,0.13815319115122743,0.13743944319813825,17.053625215149584,17.433222763740808,17.440063463399753,17.55311767269012,0.13387994893467664,0.12840268031135416,0.12577061227009403,0.12496804792674596,14.144749737396335,14.844424524325518,14.713414734574638,15.288119014049398,0.20126646876193285,0.1837566421545231,0.18361928143967293,0.17669793741579162,13.77041457257338,14.425168586340572,14.955808755420925,15.025728061917533,0.19931230937151442,0.18209382785131628,0.17133546423782794,0.16537999783349272
ROI_00_9.png,0,35.48072005262345,36.20597826249105,36.35298937135104,35.74536233689115,0.08645509776732974,0.06556881576042423,0.03941705650743023,0.043607876217738095,17.14447645594778,17.219652822246346,17.2499425889689,17.23996238583919,0.13863546333870747,0.1315409219913219,0.1254858014320915,0.12712819239769224,16.518751544094567,16.91963259255131,17.032900372441297,17.028380482735415,0.14531583878202345,0.1391707815269766,0.13203280214721713,0.1334983298589804,12.798239305590247,13.496326503435725,13.615299840774059,13.672069885049142,0.2364626214890272,0.2156174616732328,0.20480916067335622,0.21344437239319367,12.712473964953245,13.369187716597656,14.039315146694106,13.695862252234843,0.227385644918751,0.20756090735093335,0.19488688350647415,0.2056991229813361
